Tail,Anal,LB,UB,Pelvic,Pectoral,Dorsal,Head,Fish_ID,Day,Standard_length,Parasite_strain,Fish_strain,Sex_fish
1,0,0,0,0,0,0,0,1,1,20,Gt,OS,Male
1,0,0,0,0,1,0,1,1,3,20,Gt,OS,Male
7,0,0,0,0,1,0,1,1,5,20,Gt,OS,Male
5,0,1,0,4,0,1,0,1,7,20,Gt,OS,Male
23,0,2,0,0,1,1,4,1,9,20,Gt,OS,Male
5,0,5,2,10,0,0,0,1,11,20,Gt,OS,Male
8,3,5,0,4,2,7,0,1,13,20,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,1,15,20,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,1,17,20,Gt,OS,Male
0,0,1,0,0,0,0,0,3,1,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,3,3,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,3,5,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,3,7,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,3,9,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,3,11,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,3,13,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,3,15,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,3,17,16,Gb,UA,Male
1,0,0,0,0,1,0,1,5,1,14.5,Gb,LA,Male
1,0,1,0,0,0,0,6,5,3,14.5,Gb,LA,Male
5,0,2,0,0,0,0,1,5,5,14.5,Gb,LA,Male
2,0,8,0,2,0,1,17,5,7,14.5,Gb,LA,Male
5,2,8,2,0,0,0,32,5,9,14.5,Gb,LA,Male
0,0,11,2,0,1,0,78,5,11,14.5,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,5,13,14.5,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,5,15,14.5,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,5,17,14.5,Gb,LA,Male
0,0,0,0,0,2,0,1,6,1,16,Gb,LA,Female
0,0,0,0,1,1,0,2,6,3,16,Gb,LA,Female
1,0,0,0,2,0,0,4,6,5,16,Gb,LA,Female
0,0,1,4,1,0,0,10,6,7,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,6,9,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,6,11,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,6,13,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,6,15,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,6,17,16,Gb,LA,Female
0,0,0,0,0,1,0,2,7,1,17,Gb,OS,Male
0,2,0,0,0,0,0,8,7,3,17,Gb,OS,Male
3,0,7,2,0,0,0,9,7,5,17,Gb,OS,Male
14,1,13,0,0,0,2,32,7,7,17,Gb,OS,Male
2,2,27,6,0,0,0,90,7,9,17,Gb,OS,Male
13,0,63,9,0,2,1,116,7,11,17,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,7,13,17,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,7,15,17,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,7,17,17,Gb,OS,Male
1,0,0,1,0,0,0,1,8,1,14,Gb,OS,Female
2,1,1,0,0,0,0,1,8,3,14,Gb,OS,Female
6,0,1,0,0,0,0,6,8,5,14,Gb,OS,Female
0,0,0,0,0,0,0,6,8,7,14,Gb,OS,Female
0,0,0,0,1,0,0,1,8,9,14,Gb,OS,Female
0,0,0,0,0,0,0,0,8,11,14,Gb,OS,Female
0,0,0,0,0,0,0,0,8,13,14,Gb,OS,Female
0,0,0,0,0,0,0,0,8,15,14,Gb,OS,Female
0,0,0,0,0,0,0,0,8,17,14,Gb,OS,Female
0,0,0,1,0,0,0,2,9,1,16,Gb,UA,Male
0,0,1,0,1,1,0,2,9,3,16,Gb,UA,Male
0,0,0,6,0,0,0,2,9,5,16,Gb,UA,Male
0,0,0,0,0,0,0,0,9,7,16,Gb,UA,Male
0,0,0,0,0,0,0,0,9,9,16,Gb,UA,Male
0,0,0,0,0,0,0,0,9,11,16,Gb,UA,Male
0,0,0,0,0,0,0,0,9,13,16,Gb,UA,Male
0,0,0,0,0,0,0,0,9,15,16,Gb,UA,Male
0,0,0,0,0,0,0,0,9,17,16,Gb,UA,Male
0,0,0,0,0,0,0,1,10,1,22,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,10,3,22,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,10,5,22,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,10,7,22,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,10,9,22,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,10,11,22,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,10,13,22,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,10,15,22,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,10,17,22,Gb,UA,Female
0,0,0,0,1,0,0,0,12,1,24,Gb,LA,Female
2,0,1,1,0,2,0,0,12,3,24,Gb,LA,Female
0,2,0,1,0,0,0,4,12,5,24,Gb,LA,Female
1,1,2,1,1,0,0,4,12,7,24,Gb,LA,Female
1,0,1,1,0,2,0,10,12,9,24,Gb,LA,Female
9,4,17,0,0,2,2,44,12,11,24,Gb,LA,Female
58,0,0,1,3,7,0,150,12,13,24,Gb,LA,Female
1,0,46,15,3,2,0,405,12,15,24,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,12,17,24,Gb,LA,Female
0,0,0,1,0,0,0,1,13,1,17,Gb,OS,Male
0,0,0,0,0,0,0,0,13,3,17,Gb,OS,Male
0,0,0,0,0,0,0,0,13,5,17,Gb,OS,Male
0,0,0,0,0,0,0,0,13,7,17,Gb,OS,Male
0,0,0,0,0,0,0,0,13,9,17,Gb,OS,Male
0,0,0,0,0,0,0,0,13,11,17,Gb,OS,Male
0,0,0,0,0,0,0,0,13,13,17,Gb,OS,Male
0,0,0,0,0,0,0,0,13,15,17,Gb,OS,Male
0,0,0,0,0,0,0,0,13,17,17,Gb,OS,Male
0,0,0,2,0,0,0,0,14,1,22,Gb,OS,Female
1,0,1,1,0,0,0,3,14,3,22,Gb,OS,Female
2,0,3,1,0,0,0,5,14,5,22,Gb,OS,Female
3,0,14,0,0,1,0,8,14,7,22,Gb,OS,Female
5,0,33,8,0,0,0,29,14,9,22,Gb,OS,Female
9,0,44,3,0,0,0,32,14,11,22,Gb,OS,Female
12,10,148,14,4,0,0,80,14,13,22,Gb,OS,Female
10,8,146,122,0,0,9,112,14,15,22,Gb,OS,Female
21,3,64,250,0,0,6,500,14,17,22,Gb,OS,Female
0,0,0,0,0,0,1,2,15,1,16,Gb,UA,Male
0,1,0,0,0,0,0,6,15,3,16,Gb,UA,Male
2,0,2,1,2,0,0,9,15,5,16,Gb,UA,Male
0,0,0,2,1,2,0,19,15,7,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,15,9,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,15,11,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,15,13,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,15,15,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,15,17,16,Gb,UA,Male
0,0,0,0,0,0,0,2,16,1,16,Gb,UA,Female
0,1,0,0,0,0,0,3,16,3,16,Gb,UA,Female
2,0,0,0,0,0,0,6,16,5,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,16,7,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,16,9,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,16,11,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,16,13,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,16,15,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,16,17,16,Gb,UA,Female
0,0,0,0,0,2,0,0,17,1,14,Gb,LA,Male
0,1,0,0,0,0,0,6,17,3,14,Gb,LA,Male
1,0,0,0,1,3,0,9,17,5,14,Gb,LA,Male
3,0,0,3,0,0,0,25,17,7,14,Gb,LA,Male
2,0,2,4,2,2,0,89,17,9,14,Gb,LA,Male
10,0,32,43,0,18,0,14,17,11,14,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,17,13,14,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,17,15,14,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,17,17,14,Gb,LA,Male
0,0,0,0,1,0,0,0,18,1,23,Gb,LA,Female
1,1,0,1,0,0,0,0,18,3,23,Gb,LA,Female
0,2,1,0,0,0,0,5,18,5,23,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,18,7,23,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,18,9,23,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,18,11,23,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,18,13,23,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,18,15,23,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,18,17,23,Gb,LA,Female
0,0,1,0,0,0,0,0,19,1,16,Gb,OS,Male
1,0,0,0,0,0,0,4,19,3,16,Gb,OS,Male
2,0,0,0,0,0,0,4,19,5,16,Gb,OS,Male
1,0,0,0,0,0,0,13,19,7,16,Gb,OS,Male
0,0,0,0,1,0,0,20,19,9,16,Gb,OS,Male
1,0,0,2,0,0,0,39,19,11,16,Gb,OS,Male
1,0,0,1,1,0,0,63,19,13,16,Gb,OS,Male
3,0,0,0,0,0,0,78,19,15,16,Gb,OS,Male
0,0,1,0,0,0,0,52,19,17,16,Gb,OS,Male
0,0,0,0,0,0,0,2,20,1,20,Gb,OS,Female
0,0,0,0,1,0,0,1,20,3,20,Gb,OS,Female
1,1,0,0,0,0,0,13,20,5,20,Gb,OS,Female
1,0,0,5,0,0,0,26,20,7,20,Gb,OS,Female
1,0,0,9,0,1,0,68,20,9,20,Gb,OS,Female
1,0,1,22,0,0,0,176,20,11,20,Gb,OS,Female
2,0,6,32,1,0,0,183,20,13,20,Gb,OS,Female
2,3,7,50,3,0,0,510,20,15,20,Gb,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,20,17,20,Gb,OS,Female
0,0,1,1,0,0,0,0,21,1,17,Gb,UA,Female
1,0,0,2,0,0,0,1,21,3,17,Gb,UA,Female
2,0,0,3,2,0,0,0,21,5,17,Gb,UA,Female
3,0,2,2,0,1,0,6,21,7,17,Gb,UA,Female
1,0,1,5,0,0,1,12,21,9,17,Gb,UA,Female
0,0,0,0,0,0,1,3,21,11,17,Gb,UA,Female
2,0,0,0,0,0,2,2,21,13,17,Gb,UA,Female
1,0,1,0,0,0,0,2,21,15,17,Gb,UA,Female
2,0,0,0,0,0,0,0,21,17,17,Gb,UA,Female
1,1,0,0,0,1,0,0,22,1,17,Gb,UA,Female
2,1,2,3,0,0,0,1,22,3,17,Gb,UA,Female
6,1,3,0,1,0,0,5,22,5,17,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,22,7,17,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,22,9,17,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,22,11,17,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,22,13,17,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,22,15,17,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,22,17,17,Gb,UA,Female
0,0,0,0,0,2,0,1,23,1,17,Gb,LA,Male
1,3,0,0,0,0,0,1,23,3,17,Gb,LA,Male
3,0,1,0,0,0,0,2,23,5,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,23,7,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,23,9,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,23,11,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,23,13,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,23,15,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,23,17,17,Gb,LA,Male
0,0,0,0,0,2,0,0,24,1,14,Gb,LA,Female
1,0,0,1,0,1,0,4,24,3,14,Gb,LA,Female
6,1,2,0,0,0,1,3,24,5,14,Gb,LA,Female
2,0,1,1,0,0,1,1,24,7,14,Gb,LA,Female
0,0,0,3,0,1,0,0,24,9,14,Gb,LA,Female
0,1,2,0,0,0,2,5,24,11,14,Gb,LA,Female
3,0,0,1,0,0,0,4,24,13,14,Gb,LA,Female
2,0,0,0,1,0,0,0,24,15,14,Gb,LA,Female
1,0,0,0,0,0,0,0,24,17,14,Gb,LA,Female
0,0,0,0,0,0,0,3,25,1,24,Gb,OS,Male
0,0,0,2,0,0,0,2,25,3,24,Gb,OS,Male
0,1,0,2,2,0,0,4,25,5,24,Gb,OS,Male
1,0,1,2,0,0,3,10,25,7,24,Gb,OS,Male
10,2,3,0,0,2,0,7,25,9,24,Gb,OS,Male
1,0,8,0,0,2,0,0,25,11,24,Gb,OS,Male
9,0,1,0,0,0,1,0,25,13,24,Gb,OS,Male
0,0,0,0,0,0,0,0,25,15,24,Gb,OS,Male
0,0,0,0,0,0,0,0,25,17,24,Gb,OS,Male
0,1,0,0,0,0,0,1,27,1,16,Gb,UA,Male
0,2,0,0,0,0,0,2,27,3,16,Gb,UA,Male
1,0,0,4,0,0,0,11,27,5,16,Gb,UA,Male
0,0,2,8,0,0,0,20,27,7,16,Gb,UA,Male
1,0,6,24,0,0,0,51,27,9,16,Gb,UA,Male
0,0,5,2,0,0,0,156,27,11,16,Gb,UA,Male
2,0,1,10,0,0,0,362,27,13,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,27,15,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,27,17,16,Gb,UA,Male
0,0,1,0,0,0,0,0,28,1,14,Gb,UA,Female
2,0,1,0,0,0,0,0,28,3,14,Gb,UA,Female
0,2,3,1,0,0,0,1,28,5,14,Gb,UA,Female
1,1,2,5,0,0,0,10,28,7,14,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,28,9,14,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,28,11,14,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,28,13,14,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,28,15,14,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,28,17,14,Gb,UA,Female
0,0,1,0,0,0,1,0,29,1,16,Gb,LA,Male
0,0,0,0,1,0,0,0,29,3,16,Gb,LA,Male
0,0,0,0,0,0,0,0,29,5,16,Gb,LA,Male
0,0,0,0,0,0,0,0,29,7,16,Gb,LA,Male
0,0,0,0,0,0,0,0,29,9,16,Gb,LA,Male
0,0,0,0,0,0,0,0,29,11,16,Gb,LA,Male
0,0,0,0,0,0,0,0,29,13,16,Gb,LA,Male
0,0,0,0,0,0,0,0,29,15,16,Gb,LA,Male
0,0,0,0,0,0,0,0,29,17,16,Gb,LA,Male
1,0,2,0,0,0,0,0,30,1,14.5,Gb,LA,Female
7,1,0,0,0,0,0,0,30,3,14.5,Gb,LA,Female
4,1,2,1,0,0,0,2,30,5,14.5,Gb,LA,Female
11,1,1,1,0,0,0,8,30,7,14.5,Gb,LA,Female
1,0,0,0,0,0,0,6,30,9,14.5,Gb,LA,Female
1,0,0,0,0,0,0,2,30,11,14.5,Gb,LA,Female
0,0,0,0,0,1,0,1,30,13,14.5,Gb,LA,Female
1,0,0,0,0,0,0,0,30,15,14.5,Gb,LA,Female
0,0,0,0,0,0,0,0,30,17,14.5,Gb,LA,Female
0,0,0,1,0,0,0,1,31,1,15,Gb,OS,Male
1,0,5,2,1,0,0,0,31,3,15,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,31,5,15,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,31,7,15,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,31,9,15,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,31,11,15,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,31,13,15,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,31,15,15,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,31,17,15,Gb,OS,Male
0,0,1,0,0,0,0,1,32,1,12.5,Gb,OS,Female
2,0,2,0,0,0,0,3,32,3,12.5,Gb,OS,Female
3,0,0,0,0,0,0,0,32,5,12.5,Gb,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,32,7,12.5,Gb,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,32,9,12.5,Gb,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,32,11,12.5,Gb,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,32,13,12.5,Gb,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,32,15,12.5,Gb,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,32,17,12.5,Gb,OS,Female
3,0,0,0,0,0,0,0,33,1,14.5,Gb,UA,Male
0,0,0,0,0,0,0,0,33,3,14.5,Gb,UA,Male
0,0,0,0,0,0,0,0,33,5,14.5,Gb,UA,Male
0,0,0,0,0,0,0,0,33,7,14.5,Gb,UA,Male
0,0,0,0,0,0,0,0,33,9,14.5,Gb,UA,Male
0,0,0,0,0,0,0,0,33,11,14.5,Gb,UA,Male
0,0,0,0,0,0,0,0,33,13,14.5,Gb,UA,Male
0,0,0,0,0,0,0,0,33,15,14.5,Gb,UA,Male
0,0,0,0,0,0,0,0,33,17,14.5,Gb,UA,Male
0,0,1,2,0,0,0,0,34,1,16,Gb,UA,Female
2,1,1,0,0,0,0,2,34,3,16,Gb,UA,Female
1,3,0,2,3,2,0,10,34,5,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,34,7,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,34,9,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,34,11,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,34,13,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,34,15,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,34,17,16,Gb,UA,Female
1,0,1,0,0,0,0,0,35,1,15,Gb,LA,Male
2,0,6,0,0,0,0,1,35,3,15,Gb,LA,Male
20,1,2,6,0,0,0,9,35,5,15,Gb,LA,Male
32,0,36,0,2,0,2,1,35,7,15,Gb,LA,Male
30,8,70,14,0,4,2,60,35,9,15,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,35,11,15,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,35,13,15,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,35,15,15,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,35,17,15,Gb,LA,Male
0,0,0,0,0,0,0,1,36,1,17,Gb,LA,Female
3,1,1,0,1,0,0,2,36,3,17,Gb,LA,Female
8,0,13,0,0,0,0,5,36,5,17,Gb,LA,Female
0,0,1,2,0,0,0,9,36,7,17,Gb,LA,Female
0,0,0,0,1,0,0,0,36,9,17,Gb,LA,Female
0,0,0,0,0,0,0,1,36,11,17,Gb,LA,Female
0,0,0,0,0,0,0,2,36,13,17,Gb,LA,Female
0,1,0,1,0,0,0,2,36,15,17,Gb,LA,Female
0,2,0,0,1,0,0,0,36,17,17,Gb,LA,Female
0,0,2,0,0,0,0,0,37,1,18,Gb,OS,Male
0,0,3,0,0,0,0,0,37,3,18,Gb,OS,Male
4,0,0,2,0,0,0,8,37,5,18,Gb,OS,Male
0,0,0,1,1,0,0,4,37,7,18,Gb,OS,Male
1,0,1,0,1,1,0,10,37,9,18,Gb,OS,Male
0,0,0,0,0,0,0,12,37,11,18,Gb,OS,Male
0,0,0,1,0,0,0,7,37,13,18,Gb,OS,Male
1,0,0,0,0,0,1,1,37,15,18,Gb,OS,Male
0,0,0,0,0,0,0,0,37,17,18,Gb,OS,Male
0,0,0,0,0,4,0,0,38,1,24,Gb,OS,Female
0,1,0,0,1,1,0,7,38,3,24,Gb,OS,Female
0,0,1,1,0,0,0,19,38,5,24,Gb,OS,Female
7,2,1,5,0,0,0,29,38,7,24,Gb,OS,Female
1,0,8,4,0,0,0,125,38,9,24,Gb,OS,Female
3,0,30,7,0,0,0,538,38,11,24,Gb,OS,Female
0,1,33,0,0,0,0,700,38,13,24,Gb,OS,Female
14,0,77,13,1,16,0,800,38,15,24,Gb,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,38,17,24,Gb,OS,Female
0,0,0,0,0,0,0,2,39,1,16,Gb,UA,Male
0,0,0,0,0,0,0,4,39,3,16,Gb,UA,Male
2,4,0,0,0,2,0,12,39,5,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,39,7,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,39,9,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,39,11,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,39,13,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,39,15,16,Gb,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,39,17,16,Gb,UA,Male
0,0,0,0,1,1,0,0,40,1,19,Gb,UA,Female
0,2,0,3,1,0,0,4,40,3,19,Gb,UA,Female
0,0,0,1,0,0,0,24,40,5,19,Gb,UA,Female
1,5,3,8,4,5,0,23,40,7,19,Gb,UA,Female
1,16,13,33,6,0,0,131,40,9,19,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,40,11,19,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,40,13,19,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,40,15,19,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,40,17,19,Gb,UA,Female
0,0,0,0,0,2,0,0,41,1,14,Gb,LA,Male
0,0,0,1,0,0,0,6,41,3,14,Gb,LA,Male
0,0,0,1,1,0,0,7,41,5,14,Gb,LA,Male
2,0,4,0,0,0,0,4,41,7,14,Gb,LA,Male
0,0,8,0,3,0,0,0,41,9,14,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,3,41,11,14,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,3,41,13,14,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,2,41,15,14,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,2,41,17,14,Gb,LA,Male
0,0,0,0,0,2,0,0,42,1,27,Gb,LA,Female
0,0,0,1,0,3,0,1,42,3,27,Gb,LA,Female
0,0,1,4,3,0,0,7,42,5,27,Gb,LA,Female
1,0,3,0,5,3,0,10,42,7,27,Gb,LA,Female
3,4,12,1,0,3,0,44,42,9,27,Gb,LA,Female
6,13,60,25,6,0,3,59,42,11,27,Gb,LA,Female
6,10,102,26,0,0,0,81,42,13,27,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,42,15,27,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,42,17,27,Gb,LA,Female
0,0,1,0,0,0,0,0,43,1,20,Gb,OS,Male
2,1,0,1,0,0,0,4,43,3,20,Gb,OS,Male
0,1,0,0,2,0,0,5,43,5,20,Gb,OS,Male
3,1,0,3,0,0,0,5,43,7,20,Gb,OS,Male
0,0,3,10,0,0,0,38,43,9,20,Gb,OS,Male
0,0,1,26,0,2,0,57,43,11,20,Gb,OS,Male
1,0,1,29,6,0,0,84,43,13,20,Gb,OS,Male
2,0,2,26,0,0,0,78,43,15,20,Gb,OS,Male
2,0,4,54,0,1,0,418,43,17,20,Gb,OS,Male
1,0,0,0,0,0,0,0,45,1,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,3,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,5,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,7,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,9,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,11,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,13,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,15,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,17,13,Gt,UA,Male
0,0,0,0,1,0,0,0,46,1,16,Gb,UA,Female
0,1,0,0,0,0,0,4,46,3,16,Gb,UA,Female
4,2,0,2,0,0,0,1,46,5,16,Gb,UA,Female
1,3,4,5,2,0,0,4,46,7,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,9,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,11,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,13,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,15,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,17,16,Gb,UA,Female
0,0,0,1,0,0,0,0,47,1,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,3,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,5,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,7,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,9,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,11,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,13,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,15,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,17,15,Gt,LA,Male
0,0,1,0,0,0,0,0,48,1,16,Gb,LA,Female
1,0,1,0,0,0,0,1,48,3,16,Gb,LA,Female
3,3,0,1,0,0,0,6,48,5,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,7,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,9,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,11,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,13,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,15,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,17,16,Gb,LA,Female
1,0,1,0,0,0,0,0,49,1,22,Gb,OS,Male
1,0,1,0,0,0,1,0,49,3,22,Gb,OS,Male
5,0,5,0,0,2,0,0,49,5,22,Gb,OS,Male
10,0,10,1,0,0,0,1,49,7,22,Gb,OS,Male
20,1,36,0,0,0,0,14,49,9,22,Gb,OS,Male
3,2,78,0,0,1,1,20,49,11,22,Gb,OS,Male
10,0,56,7,13,0,0,46,49,13,22,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,49,15,22,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,49,17,22,Gb,OS,Male
1,0,0,0,0,0,0,0,50,1,19,Gb,OS,Female
1,1,0,0,1,0,0,2,50,3,19,Gb,OS,Female
